ID,Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Class
0e7aac45-353e-4f09-b229-baadbf13568c,-0.017618,-0.43923,-0.1859,-0.85955,-0.37787,-0.94572,0
1b8844b1-c278-4656-876d-4827a4e690c5,-0.1643,-0.14285,1.0313,1.2793,1.8748,0.97395,0
e78fd562-05ee-451a-a586-ab15005b2009,-0.36858,-0.41711,1.1665,0.77717,0.86777,0.85512,0
9ae0fddb-6b19-40d0-9915-efd13b6df9ee,0.74732,1.2948,-0.45639,1.7118,-0.37787,0.94044,0
f5e32de9-928e-4079-81d5-823fbd93d3f1,0.23408,-0.44808,0.58049,-0.85955,-0.37787,-0.94572,0
084661bb-d3fc-4711-bc78-220894fc9979,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
d6e4226e-9e1e-49ad-a103-43fd0be06f83,-0.031338,-0.31979,-0.095734,0.23539,-0.37787,0.98614,0
b373d842-8c96-4f81-8673-3b63670f9da8,-0.26543,-0.39942,0.40016,1.27,-0.37787,0.91911,0
6b53f741-fe41-4aa0-ad98-c1450b22cf70,-0.13653,-0.43481,-0.45639,1.124,4.9026,1.4219,0
b1a0c628-a0ab-419d-bcd7-2d6f67162ee7,0.27694,-0.39057,0.12967,-0.85955,-0.37787,-0.94572,0
4c02fa70-7ca2-4a7a-9d82-95fbe465d905,0.0084667,-0.1517,0.71573,0.35607,-0.37787,1.2086,0
6efd523c-922e-40e3-9216-b6e121b37b91,0.13923,0.83477,-0.1859,0.49573,-0.37787,0.80636,0
9f67a6e9-8c50-4f14-954e-899ec073939f,-0.33318,-0.43038,-0.32114,0.075054,-0.37787,1.0715,0
883fe9fc-5f6d-4e46-a636-6b9a173c5ac9,0.29743,-0.19593,0.21984,-0.85955,-0.37787,-0.94572,0
1f319c27-75af-403b-94c9-e4c3057c5a5f,0.17819,-0.41711,-0.27606,0.53961,1.4928,1.2817,0
e18c5b9e-6b8e-4d79-8c97-c56aaff48859,-0.43701,-0.44365,-0.095734,2.0147,-0.37787,0.30968,0
7f02f70b-917f-4a62-b413-00555bade0a2,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
8c6d7f20-9e48-4cde-8397-1301feb6e656,0.2373,-0.24459,0.03951,-0.85955,-0.37787,-0.94572,0
feebb97b-989f-47d0-9dc4-a942e245e734,-0.1411,-0.32864,-0.0055712,0.44594,1.3727,0.75456,0
419364c7-8d86-4825-8693-6d9b7999fad7,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
d9c4c705-d8c5-49a8-89a0-91d09729d826,-0.028967,-0.34633,-0.050653,-0.85955,-0.37787,-0.94572,0
bc997eb8-7d9f-4934-87fe-174304a9f346,-0.31218,-0.4525,-0.1859,0.61261,-0.37787,1.1233,0
dc1cdf5b-46f4-4057-9c1c-a16b2390f1b4,0.43023,-0.23574,-0.14082,0.86747,-0.37787,0.73933,0
0e2f519a-be77-4dcd-a1c1-c5d3140cde59,-0.32115,-0.42596,-0.0055712,1.0962,-0.37787,0.74542,0
fe6c890c-447c-4bf1-b22b-e64070de4e3c,-0.016433,-0.39057,0.084592,0.20417,0.42614,1.0958,0
671f8bf4-8365-49d8-9a33-2e02c8613b6e,0.28134,-0.032259,0.084592,-0.85955,-0.37787,-0.94572,0
447981e8-010d-4ca6-83bc-2618201f508c,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
d5b6ead8-5ac2-4278-bf2b-57364b0fcf11,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
24e95d85-1f1e-48de-8b4a-a39cb26ae603,-0.39941,-0.40826,2.1583,0.91557,0.44978,0.68143,0
fd2f074f-0280-44da-bd1a-7eb1ace21db1,0.4138,0.029672,-0.050653,0.20881,-0.37787,1.0958,0
fd76169c-b2c6-46ee-afdc-c7853fdb6460,0.58352,0.8215,-0.095734,1.4253,-0.37787,1.6047,0
3b8d3a3e-0dfc-4243-9d38-cae4bb049e98,0.021509,-0.12958,-0.1859,0.76493,-0.37787,1.3701,0
e7bfd451-8449-40b3-95da-5bb14946e745,0.29811,0.0075537,-0.14082,1.3063,2.5348,0.99833,0
10b84d69-592c-4e98-a0dc-1b51cd70baa3,0.17785,-0.010141,0.084592,-0.85955,-0.37787,-0.94572,0
ec1d5172-1016-4514-954a-ad96c60b5a3c,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
d881ac37-aa96-4d14-b329-5d8dfb043c82,-0.080459,-0.29325,-0.27606,-0.85955,-0.37787,-0.94572,0
2a1322a9-1221-4916-8b92-87598275cda8,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
2e7ced2b-92c6-4a6f-9485-0f94eca7acbc,-0.29456,-0.44365,0.44524,-0.85955,-0.37787,-0.94572,0
9a345a8a-64fd-482d-8135-5bc0704511c3,1.7428,1.9539,-0.1859,0.57168,0.63933,0.49251,0
ce9af107-0ad1-48d6-9e47-108084d31197,0.34774,0.242,0.12967,-0.85955,-0.37787,-0.94572,0
c65d20fb-8d25-4579-bd8b-dbb1b6572646,1.9499,1.9716,-0.32114,1.2557,-0.37787,0.41024,0
69fe3b63-fbe2-4db8-9293-eb390377bfac,0.85708,2.0866,-0.45639,-0.85955,-0.37787,-0.94572,0
f64b4863-0f69-4688-9373-bca0477156d2,0.42786,0.32605,0.31,-0.85955,-0.37787,-0.94572,0
6c9eba05-8fa6-4d53-bc12-aef0cdf971b8,-0.38399,-0.44365,0.17476,1.0932,1.2049,0.78503,0
bc6295b6-342a-48b2-8b86-722c98313543,0.44717,0.59147,0.62557,-0.34773,-0.37787,1.1568,0
917d34da-ad50-414e-9e66-a49f8a33e5b5,0.023372,-0.36403,0.17476,0.59278,-0.37787,1.2604,0
62cc2e5b-552f-43db-a785-4679747c2728,-0.23206,-0.4525,0.35508,-0.85955,-0.37787,-0.94572,0
2d793fdb-4e0b-4d29-b1f3-a8fcd95124aa,0.72801,1.1267,0.084592,0.96198,0.29345,1.0715,0
f487c5da-1f87-4d58-b2ee-16064a037cd6,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
ba9e92e5-759f-4bb6-b892-5648133bce0b,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
c2c596df-0af3-4016-a506-df2a5e4270b5,-0.78441,-0.4702,-0.59163,-0.85955,-0.37787,-0.94572,0
dbc3e618-e83c-4cb6-bb1f-13d5ab22b420,-0.23782,-0.18266,0.62557,0.5624,0.46924,0.87949,0
9ccb16f0-d9d5-4b02-aaaa-2114a32d09b0,0.10146,-0.21363,-0.1859,2.0827,-0.37787,1.1507,0
